epoch,age_acc,age_loss,gender_acc,gender_loss,loss,val_age_acc,val_age_loss,val_gender_acc,val_gender_loss,val_loss
0,0.093333333333333338,22.28080574353536,0.62666666666666671,1.332036523024241,23.612842171986898,0.29999999999999999,2.4559612631797791,0.5,0.71521370410919194,3.1711749315261839
1,0.10666666666666667,17.920326223373412,0.51333333333333331,1.4189613521099091,19.339287668863932,0.10000000000000001,2.4558961987495422,0.69999999999999996,0.65365681052207947,3.109553027153015
2,0.11333333333333333,22.40161644935608,0.48666666666666669,1.4079057081540425,23.809522209167479,0.0,2.4042650580406191,0.40000000000000002,0.69991479516029353,3.104179859161377
3,0.093333333333333338,21.920632842381796,0.54666666666666663,1.3845964201291403,23.305229139328002,0.0,2.292638671398163,0.69999999999999996,0.67578635215759275,2.9684250116348267
4,0.12,17.792695881525674,0.5,1.393625545501709,19.186321601867675,0.20000000000000001,2.0812020659446717,0.69999999999999996,0.69304962158203121,2.7742516994476318
5,0.093333333333333338,40.579622430801393,0.45333333333333331,1.3894269418716432,41.969047918319703,0.10000000000000001,2.1096863985061645,0.59999999999999998,0.69045909047126774,2.80014545917511
6,0.11333333333333333,45.898246167500815,0.41999999999999998,1.3922225459416708,47.290468037923176,0.0,1.9745514154434205,0.5,0.6932049632072449,2.6677564144134522
7,0.19333333333333333,17.253231554031373,0.46666666666666667,1.3893202296892802,18.642551692326865,0.29999999999999999,2.0336719036102293,0.29999999999999999,0.69731037020683284,2.7309822797775269
8,0.17999999999999999,34.255378125508628,0.44,1.3929609664281208,35.648338689804078,0.10000000000000001,1.9667294144630432,0.80000000000000004,0.67750273942947392,2.6442321300506593
9,0.16,26.467834078470865,0.51333333333333331,1.3826147921880085,27.850448700586956,0.10000000000000001,1.9285065293312074,0.59999999999999998,0.68643303513526921,2.6149396181106566
10,0.17333333333333334,13.643263432184854,0.56666666666666665,1.3780550622940064,15.021318330764771,0.0,1.8617523670196534,0.5,0.69544541835784912,2.5571977615356447
11,0.37333333333333335,32.128649113972983,0.49333333333333335,1.3971897443135579,33.525839080810549,0.5,1.8757105827331544,0.69999999999999996,0.68472031950950618,2.5604309082031249
12,0.38666666666666666,21.706464560826621,0.45333333333333331,1.3941451565424601,23.100609712600708,0.0,1.8929437398910522,0.40000000000000002,0.69904239177703853,2.5919861078262327
13,0.34666666666666668,24.890696891148885,0.53333333333333333,1.3878450051943461,26.278542133967083,0.29999999999999999,1.9374211072921752,0.59999999999999998,0.68210784792900081,2.6195289850234986
14,0.46000000000000002,29.370500755310058,0.47333333333333333,1.3927126908302307,30.763213570912679,0.5,1.8889487981796265,0.5,0.69335825443267818,2.5823070049285888
15,0.49333333333333335,17.845905685424803,0.49333333333333335,1.3880712127685546,19.233977053960164,0.5,1.908473014831543,0.59999999999999998,0.68987080454826355,2.5983438253402711
16,0.44666666666666666,19.905837130546569,0.5,1.3904436151186625,21.296280825932822,0.40000000000000002,1.8099529147148132,0.29999999999999999,0.72181580662727352,2.5317687273025511
17,0.5,23.913817176818849,0.45333333333333331,1.3929046750068665,25.306721798578899,0.80000000000000004,1.737026572227478,0.69999999999999996,0.68994389176368709,2.426970434188843
18,0.41999999999999998,99.02444763183594,0.52000000000000002,1.3905507405598958,100.41499666849772,0.5,1.8973250389099121,0.5,0.69398128390312197,2.5913062810897829
19,0.36666666666666664,30.549723647435506,0.56666666666666665,1.3796888311704001,31.929412822723389,0.40000000000000002,1.8106678009033204,0.5,0.69802200794219971,2.508689785003662
20,0.41333333333333333,24.641987581253051,0.41333333333333333,1.3978601861000062,26.039847606023152,0.59999999999999998,1.8255707263946532,0.80000000000000004,0.68965390920639036,2.5152246475219728
21,0.41999999999999998,15.009313335418701,0.47333333333333333,1.3894493707021078,16.398762667973838,0.59999999999999998,1.8051081418991088,0.40000000000000002,0.6963935017585754,2.5015016794204712
22,0.36666666666666664,22.231392911275229,0.57333333333333336,1.3702860848108926,23.601679096221925,0.59999999999999998,2.0139470458030702,0.29999999999999999,0.72652046680450444,2.7404675245285035
23,0.17999999999999999,11.818690891265868,0.54666666666666663,1.3845869731903075,13.203277899424235,0.29999999999999999,1.8717453718185424,0.5,0.69529591202735896,2.567041277885437
24,0.39333333333333331,22.309239668846132,0.50666666666666671,1.3952789481480916,23.704518286387124,0.40000000000000002,1.757913088798523,0.59999999999999998,0.68935359120368955,2.447266626358032
25,0.36666666666666664,14.319163722991943,0.54666666666666663,1.3833766897519431,15.702540451685588,0.10000000000000001,1.8911946654319762,0.40000000000000002,0.70359945297241211,2.5947941303253175
26,0.32000000000000001,35.517193592389425,0.50666666666666671,1.3972878917058309,36.914480864206951,0.5,1.7883824110031128,0.40000000000000002,0.70046736598014836,2.4888498067855833
27,0.35333333333333333,15.483706820805867,0.49333333333333335,1.3903076847394307,16.874014571507772,0.10000000000000001,2.1334775328636169,0.5,0.69385364651679993,2.8273311853408813
28,0.35999999999999999,16.689704140027363,0.47333333333333333,1.3914561621348063,18.081160360972088,0.29999999999999999,1.9349555850028992,0.59999999999999998,0.68932322263717649,2.6242788553237917
29,0.39333333333333331,31.586581201553344,0.44666666666666666,1.3906435259183247,32.97722501118978,0.40000000000000002,1.8403796553611755,0.29999999999999999,0.70265855789184573,2.5430382251739503
30,0.45333333333333331,40.779451457659405,0.45333333333333331,1.3883945107460023,42.16784612973531,0.40000000000000002,1.8350285887718201,0.69999999999999996,0.68679079413414001,2.5218194007873533
31,0.47999999999999998,12.391274034182231,0.49333333333333335,1.3911135172843934,13.782387514114379,0.40000000000000002,1.8941855907440186,0.29999999999999999,0.69432224035263057,2.5885077953338622
32,0.25333333333333335,19.69981977144877,0.44,1.3895952407519023,21.089415060679119,0.29999999999999999,1.9087741494178772,0.69999999999999996,0.68885204792022703,2.5976262092590332
33,0.23333333333333334,16.955867830912272,0.46666666666666667,1.3891791979471841,18.345047006607057,0.5,1.8388836622238158,0.59999999999999998,0.68820831179618835,2.5270919561386109
34,0.44,22.379682830174765,0.46000000000000002,1.3947345113754273,23.774417063395184,0.29999999999999999,1.8236315488815307,0.20000000000000001,0.71480971574783325,2.5384412765502931
